Row ID,Customer Name,Customer Segment,Order ID,Number of Records,Order Date,Order Priority,Order Quantity,Order Discount,Product Category,Product Container,Product Name,Product Sub-Category,Unit Price,Product Base Margin,Sales,Profit,Ship Date,Ship Mode,Shipping Cost,City,State,Region,Zip Code,Reached on Time
3224,MaryBeth Skach,Home Office,23140,1,2/8/2015,High,18,0.05,Furniture,Small Pack,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Office Furnishings,99.23,0.35,1713.8,1125.29,2/10/2015,Regular Air,8.99,Mooresville,North Carolina,South,28115,1
3225,MaryBeth Skach,Home Office,23140,1,2/8/2015,High,16,0.02,Office Supplies,Wrap Bag,SANFORD Major Accent™ Highlighters,Pens & Art Supplies,7.08,0.47,116.69,11.69,2/8/2015,Regular Air,2.35,Mooresville,North Carolina,South,28115,1
3226,Darren Budd,Home Office,23168,1,9/15/2013,Low,46,0.00,Technology,Large Box,Sharp AL-1530CS Digital Copier,Copiers and Fax,499.99,0.36,23949.51,-1312.84,9/22/2013,Express Air,24.49,Atascadero,California,West,93422,0
3227,Karl Brown,Home Office,23169,1,6/23/2014,Critical,27,0.07,Office Supplies,Small Box,Xerox 231,Paper,6.48,0.37,172.7,-42.97,6/25/2014,Regular Air,5.11,Burlington,Vermont,East,5401,1
3228,Karl Brown,Home Office,23169,1,6/23/2014,Critical,22,0.10,Technology,Small Box,Logitech Cordless Navigator Duo,Computer Peripherals,80.98,0.48,1683.57,346.54,6/25/2014,Regular Air,7.18,Middletown,Rhode Island,East,2840,0
3229,Tim Brockman,Consumer,23170,1,5/21/2012,Not Specified,20,0.06,Furniture,Large Box,"Lifetime Advantage™ Folding Chairs, 4/Carton",Chairs & Chairmats,218.08,0.57,4252.89,969.42,5/23/2012,Express Air,18.06,Twin Falls,Idaho,West,83301,0
3230,Alex Russell,Home Office,23172,1,4/24/2015,Low,13,0.07,Technology,Medium Box,Soundgear TeleForum DX Desktop Conference Phone,Office Machines,96.45,0.38,1191.73,147.6,4/29/2015,Regular Air,13.99,Mcminnville,Oregon,West,97128,0
3231,Harry Marie,Consumer,23174,1,7/26/2015,Low,16,0.06,Furniture,Jumbo Drum,Hon Multipurpose Stacking Arm Chairs,Chairs & Chairmats,216.6,0.59,3549.9,44.8,7/28/2015,Delivery Truck,64.2,Cudahy,Wisconsin,Central,53110,0
3232,Harry Marie,Consumer,23174,1,7/26/2015,Low,8,0.03,Office Supplies,Small Box,Rogers® Profile Extra Capacity Storage Tub,Storage & Organization,16.74,0.81,138.24,-60.04,8/2/2015,Regular Air,7.04,Cudahy,Wisconsin,Central,53110,1
3233,Naresj Patel,Small Business,23202,1,7/30/2014,High,39,0.05,Office Supplies,Wrap Bag,"Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper",Paper,8.17,0.38,307.42,104.09,8/1/2014,Regular Air,1.69,Irving,Texas,Central,75061,0
3234,Naresj Patel,Small Business,23202,1,7/30/2014,High,48,0.02,Office Supplies,Small Pack,Staples SlimLine Pencil Sharpener,Pens & Art Supplies,11.97,0.60,608.29,-39.27,8/1/2014,Regular Air,5.81,Irving,Texas,Central,75061,0
3235,Stuart Calhoun,Consumer,23205,1,5/24/2012,High,8,0.08,Office Supplies,Small Box,Kensington 6 Outlet SmartSocket Surge Protector,Appliances,40.98,0.60,319.62,-16.64,5/25/2012,Express Air,7.2,Hilliard,Ohio,East,43026,0
3236,Stuart Calhoun,Consumer,23205,1,5/24/2012,High,32,0.08,Technology,Small Pack,"Imation Neon Mac Format Diskettes, 10/Pack",Computer Peripherals,8.12,0.77,263.39,-59.73,5/25/2012,Express Air,2.83,Hilliard,Ohio,East,43026,0
3237,Stuart Calhoun,Consumer,23205,1,5/24/2012,High,26,0.02,Furniture,Jumbo Box,Bevis Boat-Shaped Conference Table,Tables,262.11,0.75,7208.8,-633.441237,5/25/2012,Delivery Truck,62.74,Hilliard,Ohio,East,43026,0
3238,Ralph Kennedy,Corporate,23207,1,10/22/2013,Critical,11,0.10,Office Supplies,Small Box,Xerox 1979,Paper,30.98,0.40,336.91,42.5,10/23/2013,Regular Air,8.74,Kentwood,Michigan,Central,49508,1
3239,Penelope Sewall,Home Office,23232,1,4/16/2013,High,15,0.03,Technology,Small Box,"IBM Active Response Keyboard, Black",Computer Peripherals,39.98,0.67,614.15,-54.37,4/17/2013,Express Air,7.12,Miramar,Florida,South,33023,0
3240,Penelope Sewall,Home Office,23232,1,4/16/2013,High,31,0.03,Office Supplies,Small Box,Avery White Multi-Purpose Labels,Labels,4.98,0.39,154.24,68.88,4/17/2013,Regular Air,0.49,Miramar,Florida,South,33023,0
3241,Penelope Sewall,Home Office,23232,1,4/16/2013,High,20,0.06,Office Supplies,Small Box,Xerox 1984,Paper,6.48,0.36,140.31,-94.11,4/16/2013,Regular Air,8.74,Miramar,Florida,South,33023,0
3242,Darren Budd,Home Office,23235,1,7/5/2014,High,6,0.02,Furniture,Jumbo Box,Bretford CR8500 Series Meeting Room Furniture,Tables,2.88,0.71,17.43,2.45,7/7/2014,Regular Air,0.5,Atascadero,California,West,93422,0
3243,Bradley Drucker,Small Business,23238,1,3/31/2013,Not Specified,25,0.05,Technology,Jumbo Drum,Hewlett-Packard Deskjet 5550 Color Inkjet Printer,Office Machines,115.99,0.40,2976.19,-44.5179,4/2/2013,Delivery Truck,56.14,West Hollywood,California,West,90069,0
3244,Clay Rozendal,Corporate,23264,1,12/7/2013,Critical,16,0.02,Office Supplies,Small Box,Xerox 1930,Paper,6.48,0.36,108.42,-50.82,12/9/2013,Regular Air,6.81,Rock Island,Illinois,Central,61201,0
3245,Clay Rozendal,Corporate,23264,1,12/7/2013,Critical,27,0.06,Office Supplies,Small Box,Avery 474,Labels,2.88,0.36,78.47,17.99,12/9/2013,Regular Air,0.99,Rockford,Illinois,Central,61107,0
3246,Pierre Wener,Home Office,23268,1,1/16/2015,High,5,0.02,Office Supplies,Small Box,Xerox 1937,Paper,48.04,0.37,255.31,41.41,1/18/2015,Regular Air,5.79,Biddeford,Maine,East,4005,0
3247,Pierre Wener,Home Office,23268,1,1/16/2015,High,14,0.09,Office Supplies,Wrap Bag,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",Paper,3.6,0.39,50.85,-6.81,1/18/2015,Express Air,2.2,Madison,New Jersey,East,7940,1
3248,Mick Crebagga,Home Office,23270,1,3/13/2014,Low,20,0.04,Office Supplies,Jumbo Drum,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Appliances,68.81,0.41,1460.42,-441.44,3/17/2014,Delivery Truck,60,Fort Lauderdale,Florida,South,33311,1
3249,Mick Crebagga,Home Office,23270,1,3/13/2014,Low,42,0.05,Technology,Small Box,CF 888,Telephones and Communication,195.99,0.59,6659.7415,1647.747,3/18/2014,Express Air,3.99,Fort Lauderdale,Florida,South,33311,1
3250,Ann Blume,Small Business,23271,1,11/3/2013,High,1,0.09,Technology,Jumbo Drum,"Hewlett-Packard Business Color Inkjet 3000 [N, DTN] Series Printers",Office Machines,808.49,0.40,794.58,-1748.3433,11/4/2013,Delivery Truck,55.3,Westborough,MA,East,1580,0
3251,Adam Hart,Corporate,23297,1,7/2/2015,Critical,20,0.06,Office Supplies,Medium Box,3M Office Air Cleaner,Appliances,25.98,0.50,498.68,79.52,7/4/2015,Regular Air,5.37,Lake Elsinore,California,West,92530,1
3252,Adam Hart,Corporate,23297,1,7/2/2015,Critical,34,0.05,Office Supplies,Small Box,"Dual Level, Single-Width Filing Carts",Storage & Organization,155.06,0.59,5208.78,1547.78,7/4/2015,Regular Air,7.07,Lake Elsinore,California,West,92530,0
3253,Adam Hart,Corporate,23301,1,4/18/2014,High,4,0.02,Technology,Small Pack,"Imation 3.5"" IBM-Formatted Diskettes, 10/Pack",Computer Peripherals,5.98,0.68,28.46,-27.13,4/20/2014,Regular Air,3.85,Lake Elsinore,California,West,92530,0
3254,Adam Hart,Corporate,23301,1,4/18/2014,High,3,0.05,Office Supplies,Small Box,Xerox 1992,Paper,5.98,0.36,23.44,-10.58,4/20/2014,Regular Air,5.2,Lake Elsinore,California,West,92530,1
3255,Ralph Arnett,Consumer,23303,1,6/20/2012,Not Specified,39,0.09,Office Supplies,Small Box,Xerox 1894,Paper,6.48,0.37,238.49,-110.56,6/22/2012,Regular Air,6.22,Essex,Maryland,East,21221,0
3256,Resi Polking,Small Business,23328,1,9/15/2013,High,39,0.03,Technology,Jumbo Drum,Panasonic KX-P1150 Dot Matrix Printer,Office Machines,145.45,0.56,5740.32,1285.74,9/16/2013,Delivery Truck,17.85,Caldwell,Idaho,West,83605,1
3257,Maris LaWare,Home Office,23329,1,12/26/2013,Low,4,0.05,Technology,Medium Box,Bell Sonecor JB700 Caller ID,Telephones and Communication,7.99,0.60,31.1185,-46.904,1/19/2014,Regular Air,5.03,Pasadena,California,West,91104,1
3258,Maris LaWare,Home Office,23329,1,12/26/2013,Low,47,0.05,Technology,Small Box,SC7868i,Telephones and Communication,125.99,0.55,4829.4535,1235.151,12/30/2013,Regular Air,8.99,Pasadena,California,West,91104,1
3259,Michael Dominguez,Home Office,23333,1,8/5/2012,Medium,44,0.04,Office Supplies,Medium Box,Holmes Odor Grabber,Appliances,14.42,0.52,634.12,-21.65,8/6/2012,Regular Air,6.75,Fitchburg,Wisconsin,Central,53713,0
3260,Michael Dominguez,Home Office,23333,1,8/5/2012,Medium,32,0.04,Office Supplies,Small Box,Xerox 1903,Paper,5.98,0.36,196.84,-69.29,8/7/2012,Regular Air,5.79,Fitchburg,Wisconsin,Central,53713,0
3261,Michael Dominguez,Home Office,23333,1,8/5/2012,Medium,16,0.03,Technology,Small Box,Talkabout T8367,Telephones and Communication,65.99,0.56,886.89,-23.826,8/6/2012,Regular Air,8.99,Fitchburg,Wisconsin,Central,53713,0
3262,Jocasta Rupert,Consumer,23360,1,5/11/2012,Low,30,0.01,Office Supplies,Small Box,"#10 White Business Envelopes,4 1/8 x 9 1/2",Envelopes,15.67,0.38,512.97,261.29,5/11/2012,Express Air,1.39,Reston,Virginia,South,20190,0
3263,Benjamin Patterson,Corporate,23361,1,7/3/2013,Critical,2,0.06,Office Supplies,Wrap Bag,Bagged Rubber Bands,Rubber Bands,1.26,0.81,3.23,-2.73,7/4/2013,Regular Air,0.7,Kingman,Arizona,West,86401,1
3264,Benjamin Patterson,Corporate,23361,1,7/3/2013,Critical,36,0.04,Office Supplies,Large Box,Carina Double Wide Media Storage Towers in Natural & Black,Storage & Organization,80.98,0.81,2861.66,-921.68,7/4/2013,Regular Air,35,Kingman,Arizona,West,86401,1
3265,Benjamin Patterson,Corporate,23361,1,7/3/2013,Critical,7,0.07,Technology,Small Box,8860,Telephones and Communication,65.99,0.56,373.2775,-204.93,7/3/2013,Regular Air,5.26,Kingman,Arizona,West,86401,0
3266,Randy Bradley,Small Business,23362,1,8/27/2013,Medium,45,0.10,Furniture,Small Box,12-1/2 Diameter Round Wall Clock,Office Furnishings,19.98,0.49,852.05,-20.6,8/29/2013,Regular Air,10.49,Dalton,Georgia,South,30721,0
3267,Robert Dilbeck,Corporate,23363,1,5/29/2015,Low,46,0.02,Office Supplies,Small Box,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Binders and Binder Accessories,4.91,0.38,241.81,-94.829,6/5/2015,Regular Air,4.97,Clarksville,Tennessee,South,37042,1
3268,Tim Taslimi,Corporate,23366,1,11/19/2013,Not Specified,12,0.06,Furniture,Small Pack,Ultra Door Pull Handle,Office Furnishings,10.52,0.52,136.1,-3.78,11/21/2013,Regular Air,7.94,Berkeley,California,West,94704,1
3269,Tim Taslimi,Corporate,23366,1,11/19/2013,Not Specified,5,0.04,Office Supplies,Small Box,Desktop 3-Pocket Hot File®,Storage & Organization,54.1,0.59,297.85,-69.89,11/19/2013,Regular Air,19.99,Berkeley,California,West,94704,1
3270,Jennifer Ferguson,Home Office,23392,1,8/16/2012,Medium,24,0.00,Furniture,Large Box,Hon 2111 Invitation™ Series Corner Table,Tables,209.37,0.79,4276.096,-505.984479,8/18/2012,Regular Air,69,Glen Cove,New York,East,11542,0
3271,Kean Nguyen,Small Business,23394,1,4/29/2013,High,45,0.01,Office Supplies,Small Box,Round Ring Binders,Binders and Binder Accessories,2.08,0.38,101.57,-5.9915,4/30/2013,Regular Air,1.49,Lorain,Ohio,East,44052,0
3272,Janet Martin,Corporate,23395,1,10/27/2015,Medium,31,0.01,Technology,Small Pack,"80 Minute CD-R Spindle, 100/Pack - Staples",Computer Peripherals,39.48,0.54,1296.46,376.47,10/29/2015,Regular Air,1.99,La Quinta,California,West,92253,1
3273,Quincy Jones,Home Office,23396,1,6/18/2013,Low,30,0.08,Technology,Jumbo Box,Okidata ML320 Series Turbo Dot Matrix Printers,Office Machines,399.98,0.56,11481.03,2799.65,6/20/2013,Delivery Truck,12.06,Bullhead City,Arizona,West,86442,0
3274,Carol Adams,Corporate,23398,1,3/13/2012,Medium,19,0.06,Office Supplies,Small Box,Xerox 210,Paper,6.48,0.37,123.1,-75.44,3/14/2012,Regular Air,7.37,Reisterstown,Maryland,East,21136,0
3275,Randy Bradley,Small Business,23399,1,12/29/2013,High,14,0.01,Office Supplies,Small Box,"Tenex Personal Project File with Scoop Front Design, Black",Storage & Organization,13.48,0.59,209.3,7.86,12/29/2013,Express Air,4.51,Dalton,Georgia,South,30721,0
3276,Erin Ashbrook,Consumer,23426,1,2/16/2014,Critical,45,0.07,Technology,Small Pack,"Memorex 80 Minute CD-R, 30/Pack",Computer Peripherals,22.98,0.46,1009.8,352.64,2/18/2014,Regular Air,1.99,Fort Worth,Texas,Central,76106,1
3277,Erin Ashbrook,Consumer,23426,1,2/16/2014,Critical,12,0.09,Office Supplies,Wrap Bag,Letter Slitter,"Scissors, Rulers and Trimmers",2.52,0.82,29.71,-23.17,2/17/2014,Regular Air,1.92,Fort Worth,Texas,Central,76106,1
3278,Cindy Chapman,Corporate,23427,1,8/8/2014,Low,30,0.09,Office Supplies,Small Box,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Binders and Binder Accessories,15.01,0.39,442.76,-17.112,8/15/2014,Regular Air,8.4,Peoria,Arizona,West,85345,0
3279,Cindy Chapman,Corporate,23427,1,8/8/2014,Low,22,0.03,Office Supplies,Small Box,GBC VeloBinder Electric Binding Machine,Binders and Binder Accessories,120.98,0.35,2684.98,1115.1405,8/17/2014,Regular Air,9.07,Peoria,Arizona,West,85345,1
3280,Alan Shonely,Small Business,23428,1,10/28/2015,High,41,0.02,Office Supplies,Small Box,Xerox 1991,Paper,22.84,0.39,980.95,234.68,10/30/2015,Regular Air,8.18,Duxbury,MA,East,2331,1
3281,Beth Thompson,Corporate,23429,1,3/19/2012,Critical,28,0.06,Office Supplies,Small Box,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",Binders and Binder Accessories,5.34,0.39,154.61,-82.823,3/19/2012,Regular Air,5.63,Drexel Hill,Pennsylvania,East,19026,0
3282,Beth Thompson,Corporate,23429,1,3/19/2012,Critical,19,0.07,Technology,Small Box,8860,Telephones and Communication,65.99,0.56,1063.35,107.082,3/21/2012,Express Air,5.26,Drexel Hill,Pennsylvania,East,19026,0
3283,Julia Barnett,Home Office,23488,1,1/6/2012,High,29,0.03,Office Supplies,Wrap Bag,Newell 342,Pens & Art Supplies,3.28,0.56,101.77,-73.19,1/8/2012,Regular Air,3.97,San Clemente,California,West,92672,0
3284,Julia West,Home Office,23488,1,1/6/2012,Critical,30,0.04,Furniture,Jumbo Box,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Bookcases,880.98,0.62,26133.39,-11053.6,1/7/2012,Delivery Truck,44.55,Galesburg,Illinois,Central,61401,0
3285,Ritsa Hightower,Corporate,23489,1,8/28/2015,High,42,0.02,Technology,Small Pack,"DS/HD IBM Formatted Diskettes, 200/Pack - Staples",Computer Peripherals,47.98,0.71,2004.6,230.3,8/28/2015,Express Air,3.61,Shawnee,Oklahoma,Central,74801,1
3286,Alan Shonely,Small Business,23522,1,4/11/2014,Critical,8,0.02,Furniture,Large Box,Telescoping Adjustable Floor Lamp,Office Furnishings,19.99,0.60,180.43,-44.86,4/12/2014,Regular Air,11.17,Bennington,Vermont,East,5201,0
3287,Alan Shonely,Small Business,23522,1,4/11/2014,Critical,20,0.06,Technology,Small Box,5180,Telephones and Communication,65.99,0.56,1077.8085,17.253,4/13/2014,Express Air,8.99,Lakewood,New Jersey,East,8701,1
3288,Alan Shonely,Small Business,23522,1,4/11/2014,Critical,19,0.10,Technology,Small Box,Gyration RF Keyboard,Computer Peripherals,159.99,0.49,2899.98,666.01,4/12/2014,Regular Air,5.5,Wayne,New Jersey,East,7470,1
3289,Alan Shonely,Small Business,23522,1,4/11/2014,Critical,36,0.10,Office Supplies,Small Box,Xerox 227,Paper,6.48,0.37,233.38,-180.17,4/13/2014,Regular Air,8.73,Wyckoff,New Jersey,East,7481,0
3290,Sandra Glassco,Home Office,23524,1,4/28/2012,High,28,0.04,Office Supplies,Small Box,Avery 491,Labels,4.13,0.39,129.33,48.25,4/30/2012,Express Air,0.99,Grand Forks,North Dakota,Central,58201,0
3291,Sandra Glassco,Home Office,23524,1,4/28/2012,High,46,0.06,Office Supplies,Small Box,Xerox 194,Paper,55.48,0.37,2461.23,748.2,4/30/2012,Regular Air,14.3,Grand Forks,North Dakota,Central,58201,0
3292,Adam Hart,Corporate,23555,1,12/11/2015,High,29,0.09,Office Supplies,Small Box,Avery 52,Labels,3.69,0.38,104.7,42.16,12/12/2015,Regular Air,0.5,Lake Forest,California,West,92630,1
3293,Adam Hart,Corporate,23555,1,12/11/2015,High,5,0.06,Technology,Small Box,V 3600 Series,Telephones and Communication,65.99,0.58,284.4525,-254.782,12/12/2015,Regular Air,8.99,Lake Forest,California,West,92630,1
3294,Patrick Gardner,Consumer,23556,1,1/9/2014,Medium,34,0.05,Office Supplies,Small Box,Hoover WindTunnel™ Plus Canister Vacuum,Appliances,363.25,0.57,11747.97,3302.03,1/10/2014,Express Air,19.99,Mobile,Alabama,South,36608,1
3295,Keith Dawkins,Home Office,23557,1,5/31/2014,Not Specified,7,0.02,Furniture,Large Box,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Office Furnishings,136.98,0.59,1011.16,547.96,6/1/2014,Regular Air,24.49,Paragould,Arkansas,South,72450,1
3296,Julie Prescott,Home Office,23558,1,8/9/2014,Low,4,0.01,Office Supplies,Small Box,Xerox 1949,Paper,4.98,0.36,25.82,-10.19,8/11/2014,Regular Air,4.72,Parkersburg,West Virginia,East,26101,0
3297,Julie Prescott,Home Office,23558,1,8/9/2014,Low,17,0.03,Furniture,Jumbo Box,Hon iLevel™ Computer Training Table,Tables,31.76,0.65,579.71,24.2964,8/14/2014,Delivery Truck,45.51,Parkersburg,West Virginia,East,26101,0
3298,Cynthia Arntzen,Home Office,23559,1,7/18/2013,Low,14,0.03,Office Supplies,Small Box,Lock-Up Easel 'Spel-Binder',Binders and Binder Accessories,28.53,0.38,425.67,166.5745,7/25/2013,Express Air,1.49,Spring Hill,Tennessee,South,37174,0
3299,Cynthia Arntzen,Home Office,23559,1,7/18/2013,Low,9,0.02,Technology,Medium Box,Canon P1-DHIII Palm Printing Calculator,Office Machines,17.98,0.40,173.44,-34.626,7/23/2013,Regular Air,8.51,Spring Hill,Tennessee,South,37174,1
3300,Alan Barnes,Corporate,23584,1,3/12/2015,Critical,14,0.06,Technology,Jumbo Drum,Hewlett-Packard Deskjet 6122 Color Inkjet Printer,Office Machines,200.97,0.36,2671.21,636.18,3/14/2015,Delivery Truck,15.59,Streamwood,Illinois,Central,60107,0
3301,Catherine Glotzbach,Home Office,23585,1,10/31/2015,Critical,44,0.06,Office Supplies,Wrap Bag,Newell 320,Pens & Art Supplies,4.28,0.58,192.78,4.59,11/1/2015,Regular Air,1.6,Salem,Oregon,West,97301,0
3302,Anthony Garverick,Small Business,23586,1,1/14/2013,Medium,32,0.03,Office Supplies,Small Box,Xerox 1994,Paper,6.48,0.37,210.9,-62.46,1/17/2013,Regular Air,5.74,Mint Hill,North Carolina,South,28227,0
3303,Becky Martin,Home Office,23616,1,8/28/2015,Not Specified,47,0.09,Technology,Large Box,Canon PC-428 Personal Copier,Copiers and Fax,199.99,0.46,9262.35,2787.59,8/28/2015,Regular Air,24.49,Essex Junction,Vermont,East,5451,1
3304,Christy Brittain,Consumer,23617,1,5/5/2014,Not Specified,6,0.04,Office Supplies,Small Box,Vinyl Sectional Post Binders,Binders and Binder Accessories,37.7,0.35,247.34,63.6055,5/7/2014,Express Air,2.99,Santa Monica,California,West,90405,1
3305,Jill Stevenson,Consumer,23618,1,11/27/2015,Medium,45,0.02,Technology,Small Box,8860,Telephones and Communication,65.99,0.56,2601.7905,748.197,11/29/2015,Regular Air,5.26,Deland,Florida,South,32720,1
3306,Nora Paige,Small Business,23619,1,12/21/2015,Medium,7,0.06,Technology,Medium Box,Canon MP41DH Printing Calculator,Office Machines,150.98,0.38,1043.12,-52.4958,12/22/2015,Regular Air,13.99,Naugatuck,Connecticut,East,6770,1
3307,Nora Paige,Small Business,23619,1,12/21/2015,Medium,45,0.02,Furniture,Small Box,Eldon Expressions Mahogany Wood Desk Collection,Office Furnishings,6.24,0.60,285.91,-104.99,12/23/2015,Regular Air,5.22,Needham,MA,East,2492,1
3308,Nora Paige,Small Business,23619,1,12/21/2015,Medium,48,0.06,Technology,Small Box,252,Telephones and Communication,65.99,0.55,2611.8035,644.814,12/24/2015,Regular Air,5.92,North Pembroke,MA,East,2358,0
3309,Liz Carlisle,Corporate,23648,1,9/24/2015,Critical,44,0.03,Technology,Small Box,Adesso Programmable 142-Key Keyboard,Computer Peripherals,152.48,0.74,6768.16,907.49,9/25/2015,Regular Air,6.5,Hickory,North Carolina,South,28601,1
3310,Liz Carlisle,Corporate,23648,1,9/24/2015,Critical,4,0.10,Office Supplies,Small Box,Avery 494,Labels,2.61,0.39,10.65,-0.64,9/25/2015,Regular Air,0.5,Hickory,North Carolina,South,28601,1
3311,Arthur Wiediger,Corporate,23649,1,9/5/2015,Not Specified,30,0.10,Technology,Small Box,688,Telephones and Communication,195.99,0.60,4587.926,687.411,9/8/2015,Regular Air,4.2,San Juan,Texas,Central,78589,0
3312,Arthur Wiediger,Corporate,23649,1,9/5/2015,Not Specified,42,0.01,Technology,Small Box,M3682,Telephones and Communication,125.99,0.57,4541.924,1222.137,9/6/2015,Regular Air,8.08,San Juan,Texas,Central,78589,0
3313,Sara Luxemburg,Small Business,23652,1,8/30/2012,Not Specified,27,0.10,Office Supplies,Wrap Bag,Newell 309,Pens & Art Supplies,11.55,0.55,305.48,47.14,8/30/2012,Regular Air,2.36,El Dorado Hills,California,West,95630,0
3314,Ivan Liston,Consumer,23680,1,11/6/2013,Not Specified,8,0.10,Furniture,Jumbo Box,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",Tables,320.64,0.63,2029.496,251.64,11/7/2013,Delivery Truck,43.57,La Quinta,California,West,92253,1
3315,Jenna Caffey,Consumer,23681,1,5/19/2015,High,42,0.00,Office Supplies,Large Box,Safco Industrial Wire Shelving,Storage & Organization,95.99,0.00,4182.52,-785.36,5/21/2015,Express Air,35,Lancaster,Pennsylvania,East,17602,0
3316,Cynthia Delaney,Corporate,23685,1,6/29/2015,Not Specified,46,0.08,Technology,Small Box,Phone 918,Telephones and Communication,205.99,0.59,7928.562,2229.48,6/30/2015,Regular Air,5,Wheat Ridge,Colorado,West,80033,1
3317,Katrina Bavinger,Consumer,23713,1,11/28/2015,Not Specified,38,0.05,Technology,Small Box,8890,Telephones and Communication,115.99,0.58,3701.5205,894.06,12/1/2015,Regular Air,5.92,Webster Groves,MO,Central,63119,1
3318,Brian Stugart,Consumer,23719,1,7/25/2013,Critical,17,0.08,Office Supplies,Small Box,Southworth Structures Collection™,Paper,7.28,0.35,122.74,-28.13,7/27/2013,Regular Air,5.47,Manteca,California,West,95336,0
3319,Duane Noonan,Corporate,23745,1,12/5/2015,Low,12,0.06,Furniture,Medium Box,Eldon Cleatmat® Chair Mats for Medium Pile Carpets,Office Furnishings,55.5,0.72,715.8,-279.12,12/5/2015,Regular Air,52.2,Arvada,Colorado,West,80004,0
3320,Duane Noonan,Corporate,23745,1,12/5/2015,Low,47,0.00,Furniture,Jumbo Box,Hon Rectangular Conference Tables,Tables,227.55,0.68,10941.23,1687.07,12/9/2015,Delivery Truck,32.48,Arvada,Colorado,West,80004,0
3321,Emily Grady,Home Office,23746,1,12/15/2013,High,10,0.06,Technology,Small Pack,"TDK 4.7GB DVD-R Spindle, 15/Pack",Computer Peripherals,40.97,0.42,408.23,52.38,12/16/2013,Regular Air,1.99,Springville,Utah,West,84663,1
3322,Naresj Patel,Small Business,23748,1,8/10/2015,High,26,0.02,Office Supplies,Jumbo Drum,Tennsco Double-Tier Lockers,Storage & Organization,225.02,0.72,6163.52,755.95,8/12/2015,Delivery Truck,28.66,Irving,Texas,Central,75061,0
3323,Ricardo Block,Corporate,23751,1,3/18/2012,Medium,44,0.01,Furniture,Jumbo Box,"Bush Cubix Collection Bookcases, Fully Assembled",Bookcases,220.98,0.62,10364.36,1049.03,3/19/2012,Delivery Truck,64.66,Chandler,Arizona,West,85224,0
3324,Emily Phan,Consumer,23777,1,11/26/2015,Not Specified,16,0.06,Office Supplies,Small Box,Fellowes Bankers Box™ Stor/Drawer® Steel Plus™,Storage & Organization,31.98,0.75,487.7,-67.54,11/27/2015,Regular Air,6.72,Madison,Alabama,South,35756,0
3325,Carlos Meador,Corporate,23778,1,7/13/2012,Low,13,0.06,Office Supplies,Large Box,Hoover Portapower™ Portable Vacuum,Appliances,4.48,0.60,105.94,-566,7/17/2012,Regular Air,49,Pomona,California,West,91767,0
3326,Ashley Jarboe,Home Office,23781,1,10/31/2014,Critical,30,0.00,Office Supplies,Small Box,Xerox 226,Paper,6.48,0.37,200.24,-59.85,11/2/2014,Regular Air,5.84,Forest Park,Georgia,South,30297,1
3327,Justin MacKendrick,Corporate,23782,1,1/10/2013,Low,46,0.09,Furniture,Jumbo Drum,Global Troy™ Executive Leather Low-Back Tilter,Chairs & Chairmats,500.98,0.60,21390.44,5365.43,1/10/2013,Delivery Truck,26,Hicksville,New York,East,11801,0
3328,Justin MacKendrick,Corporate,23782,1,1/10/2013,Low,7,0.09,Office Supplies,Large Box,Tennsco Commercial Shelving,Storage & Organization,20.34,0.84,169.75,-194.85,1/15/2013,Regular Air,35,Hicksville,New York,East,11801,0
3329,Ed Braxton,Consumer,23808,1,2/7/2012,Low,30,0.04,Office Supplies,Small Box,Southworth 25% Cotton Premium Laser Paper and Envelopes,Paper,19.98,0.37,630.14,108,2/14/2012,Regular Air,8.68,Temecula,California,West,92592,0
3330,Ed Braxton,Consumer,23808,1,2/7/2012,Low,28,0.08,Technology,Small Box,Timeport L7089,Telephones and Communication,125.99,0.58,2813.8485,377.154,2/9/2012,Regular Air,7.69,Temecula,California,West,92592,0
3331,Nora Price,Home Office,23809,1,6/4/2015,Not Specified,7,0.10,Office Supplies,Small Box,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",Binders and Binder Accessories,12.97,0.35,86.61,15.691,6/6/2015,Regular Air,1.49,Springfield,Virginia,South,22153,0
3332,Toby Grace,Home Office,23812,1,7/27/2015,Critical,32,0.10,Technology,Jumbo Drum,Hewlett-Packard Deskjet 6122 Color Inkjet Printer,Office Machines,200.97,0.36,5845.82,2227.89,7/27/2015,Delivery Truck,15.59,Hinesville,Georgia,South,31313,0
3333,Yoseph Carroll,Consumer,23842,1,9/17/2013,Low,20,0.10,Office Supplies,Small Box,Xerox 1898,Paper,6.68,0.37,127.16,-74.03,9/24/2013,Regular Air,6.92,Puyallup,Washington,West,98373,0
